NOME;INSTITUICAO_ENSINO_ALUNO_2020;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_AVAL_1_2021;REC_AVAL_2_2021;REC_AVAL_3_2021;REC_AVAL_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVAL_1_2022;REC_AVAL_2_2022;REC_AVAL_3_2022;REC_AVAL_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022
ALUNO-649;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;3.0;N;2022.0;Não;7,9;170.0;27.0;1.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,75;1;6.875;6,44;7,33;6,33;5,67;3.0;8,13;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Promovido de Fase;;Sim;Sim;8,67;5.0;Fase 4 (9º ano)
ALUNO-650;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;T;2022.0;Não;6,92;521.0;148.0;3.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;8,38;7.5;6,08;6,5;5,67;0;2.0;5,63;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7,08;5.0;Fase 2 (5º e 6º ano)
ALUNO-651;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;1.0;H;2022.0;Não;5,23;809.0;186.0;9.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;4,08;7.5;2,92;4;1,83;0;2.0;5;Promovido de Fase;Promovido de Fase;;;Não;Não;5,92;5.0;Fase 3 (7º e 8º ano)
ALUNO-652;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;2.0;I;2022.0;Não;6,08;712.0;131.0;12.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,42;7,46;5.0;4,93;2,67;7,2;0;3.0;5,63;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;6,5;5.0;Fase 3 (7º e 8º ano)
ALUNO-653;;;;;;0;;;;;;0;;;0;0;0;;0.0;M;Escola Pública;Ingressante;Ametista;6.942;9.0;5.8;7.5;4.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.0;10.0;ALFA  (2o e 3o ano);0.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-654;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;2.0;Q;2022.0;Não;6,88;529.0;81.0;6.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;7,87;7.5;6,25;6;6,5;0;3.0;6,46;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7,28;5.0;Fase 3 (7º e 8º ano)
ALUNO-655;Escola Pública;8;0;1R;Não;8,47;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8,5;9.4;7.5;9;6,46;7,72;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-656;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;S;2022.0;Não;8,51;32.0;6.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;1;9,35;7.5;9,58;9,5;9,67;0;2.0;5,94;Promovido de Fase + Bolsa;Promovido de Fase;;;Sim;Sim;9,42;5.0;Fase 1 (4º ano)
ALUNO-657;Escola Pública;11;1;2P;Não;8,78;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;9.6;7.5;8,5;8,96;8,06;10;2.0;P;Escola Pública;Veterano;Ametista;8.046;9.5;6.3;7.5;8.5;9.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Não avaliado;Sim;10.0;5.0;Nível 3 (7o e 8o ano);-1.0;3.0;A;2019.0;Sim;8,62;25.0;6.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9,17;9,54;8.75;6,78;6,83;7,33;6,17;4.0;8,75;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;Sim;8,46;10.0;Fase 3 (7º e 8º ano)
ALUNO-658;;;;;;0;;;;;;0;;;0;0;0;;0.0;N;Escola Pública;Ingressante;Ágata;5.615;9.5;4.2;7.5;2.8;7.8;Mantido na Fase atual;Mantido na Fase + Bolsa;Não avaliado;Não avaliado;Não;6.2;5.0;Nível 1 (4o ano);-1.0;0.0;T;2021.0;Não;5,99;729.0;181.0;6.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;1;6,04;7.5;2,83;4;1,67;0;2.0;5,31;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7,17;5.0;Fase 2 (5º e 6º ano)
ALUNO-659;Escola Pública;11;1;3B;Não;5,83;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7,92;5.7;7.5;0;7,34;7,08;10;3.0;B;Escola Pública;Veterano;Quartzo;5.348;8.3;3.6;7.5;1.3;7.8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;5.1;10.0;Nível 3 (7o e 8o ano);0.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-660;;;;;;0;;;;;;0;;;0;0;0;;5.0;B;Escola Pública;Ingressante;Quartzo;5.336;8.3;4.7;0.0;5.3;7.9;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Não avaliado;Não;6.0;5.0;Nível 7 (3o EM);-2.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-661;Rede Decisão/União;17;3;7B;Não;8,26;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9,17;9.1;7.5;7;7,5;8,13;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-662;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;1.0;R;2022.0;Não;8,1;115.0;25.0;3.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9,5;9,63;7.5;9,25;9,5;9;0;3.0;6,25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7,5;5.0;Fase 2 (5º e 6º ano)
ALUNO-663;Escola Pública;10;2;1D;Não;7,38;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;8.5;6.25;9;4,69;6,92;5;2.0;D;Escola Pública;Veterano;Quartzo;5.479;7.8;2.9;7.5;3.3;6.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.2;10.0;Nível 2 (5o e 6o ano);0.0;2.0;D;2018.0;Não;5,38;796.0;151.0;11.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5,83;4,98;7.5;4,5;5,5;3,5;0;3.0;4,38;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;6,06;5.0;Fase 3 (7º e 8º ano)
ALUNO-664;Rede Decisão/União;15;1;4A;Sim;9,22;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9,58;10;10;9,33;9,17;9,89;5;5.0;A;Rede Decisão;Veterano;Topázio;8.681;10.0;8.6;7.5;9.3;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9.9;5.0;Nível 6 (2o EM);-1.0;6.0;A;2019.0;Sim;8,84;9.0;2.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;1;9,49;9.375;8,01;9;5,7;9,33;4.0;9,06;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;1;5.0;Fase 7 (3º EM)
ALUNO-665;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;D;2022.0;Não;7,54;294.0;83.0;8.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,5;9,47;7.5;7;7,17;6,83;0;2.0;5,63;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7,42;5.0;Fase 1 (4º ano)
ALUNO-666;Escola Pública;17;2;7A;Não;3,83;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;5,83;0.4;7.5;0;4,84;4,67;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-667;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;3.0;D;2022.0;Não;6,1;709.0;99.0;6.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,25;7,25;7.5;4;5;7;0;4.0;7,5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;6,12;5.0;Fase 4 (9º ano)
ALUNO-668;Escola Pública;10;0;1K;Não;7,73;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;7.1;7.5;9;7,92;7,83;5;2.0;J;Escola Pública;Veterano;Ágata;6.722;8.0;5.8;7.5;4.5;7.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;6.8;10.0;Nível 2 (5o e 6o ano);0.0;2.0;K;2020.0;Não;6,66;602.0;100.0;7.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;7,32;7.5;5,25;4;6,5;0;3.0;6,04;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;6,94;5.0;Fase 3 (7º e 8º ano)
ALUNO-669;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;1.0;G;2022.0;Não;6,03;724.0;172.0;10.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;9,03;6.875;1,92;2;1,83;0;2.0;5;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;6,25;5.0;Fase 3 (7º e 8º ano)
ALUNO-670;Escola Pública;16;0;5A;Sim;8,2;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8,75;7.5;9.375;8;9,17;9,33;5;6.0;A;Rede Decisão;Veterano;Ametista;7.872;7.9;7.5;7.5;7.9;9.2;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9.2;5.0;Nível 7 (3o EM);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-671;Escola Pública;10;2;1E;Não;7,56;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8,5;6;7.5;1;7,5;7,56;5;1.0;E;Escola Pública;Veterano;Ametista;7.963;9.0;9.6;6.3;7.4;8.3;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.5;5.0;Nível 2 (5o e 6o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-672;Escola Pública;9;2;1M;Não;7,71;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;9.6;6.25;4,5;7,81;7,92;10;1.0;N;Escola Pública;Veterano;Quartzo;5.411;9.5;3.3;7.5;2.3;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.6;5.0;Nível 2 (5o e 6o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-673;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;3.0;N;2022.0;Não;7,79;202.0;30.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9,17;9,14;5.625;5,17;5,67;6,17;3,67;3.0;7,97;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;;Sim;Não;8,28;10.0;Fase 3 (7º e 8º ano)
ALUNO-674;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;3.0;E;2022.0;Não;6,55;638.0;82.0;4.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,5;6,12;7.5;6,75;7;6,5;0;4.0;7,34;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;6,21;5.0;Fase 4 (9º ano)
ALUNO-675;;;;;;0;;;;;;0;;;0;0;0;;5.0;B;Escola Pública;Ingressante;Quartzo;4.600;8.3;2.8;7.5;0.0;7.5;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;Não avaliado;Não;3.6;10.0;Nível 5 (1o EM);0.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-676;Escola Pública;16;2;5A;Não;3,93;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;4,58;1.9;3.75;0;8,13;7;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-677;Escola Pública;10;1;1A;Não;7,76;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9,5;9.1;6.25;9;3,44;8,58;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-678;Escola Pública;10;1;2F;Não;4,72;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0;4.5;7.5;0;7,5;6,61;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-679;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;L;2022.0;Não;7,28;402.0;118.0;10.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;1;9,68;7.5;6,67;7,33;6;0;2.0;5,94;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7,08;2.5;Fase 3 (7º e 8º ano)
ALUNO-680;Escola Pública;17;1;7B;Não;7,08;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7,5;7.6;5.625;6,5;6,72;6,38;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-681;Escola Pública;13;2;2H;Não;5,65;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;7.9;5;1,25;4,69;7,75;5;2.0;C;Escola Pública;Veterano;Ágata;6.842;8.5;6.3;6.9;6.6;7.3;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;7.5;5.0;Nível 4 (9o ano);-2.0;3.0;K;2018.0;Não;6,67;600.0;79.0;12.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,58;6,92;7.5;4,56;5;6;2,67;4.0;8,28;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sim;Não;6,67;5.0;Fase 5 (1º EM)
ALUNO-682;Escola Pública;10;0;1A;Não;8,14;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;9.6;7.5;9;7,19;7,75;5;1.0;N;Escola Pública;Veterano;Ametista;8.040;8.0;9.6;7.5;7.3;8.1;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;9.1;5.0;Nível 2 (5o e 6o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-683;Escola Pública;10;1;0G;Não;7,3;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6,92;9.8;5;1;2,5;7;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-684;Escola Pública;12;2;1R;Não;7,87;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;1;8.1;7.5;9,5;5,42;7,78;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-685;Escola Pública;8;1;0F;Não;7,73;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8,5;9.9;7.5;9,5;2,5;5;10;0.0;P;Escola Pública;Veterano;Ágata;6.048;8.5;5.0;6.3;4.7;7.2;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.1;5.0;Nível 1 (4o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-686;Escola Pública;11;2;0D;Não;7,77;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;1;8.6;5;9;7,81;7,33;5;0.0;P;Escola Pública;Veterano;Ametista;6.917;9.5;5.8;7.5;6.5;7.5;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.5;5.0;Nível 2 (5o e 6o ano);-2.0;1.0;G;2018.0;Não;6,85;539.0;136.0;4.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,5;7,35;6.875;6,58;5;8,17;0;2.0;5,63;Mantido na Fase atual;Promovido de Fase;;;Não;Não;7,33;5.0;Fase 3 (7º e 8º ano)
ALUNO-687;;;;;;0;;;;;;0;;;0;0;0;;3.0;C;Escola Pública;Ingressante;Quartzo;5.101;6.7;5.0;7.5;2.0;7.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;5.3;5.0;Nível 5 (1o EM);-2.0;3.0;A;2021.0;Não;6,33;677.0;93.0;15.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,5;7,97;7.5;4,13;1,33;5,67;5,4;4.0;7,66;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;Não;6,96;2.5;Fase 6 (2º EM)
ALUNO-688;Escola Pública;17;2;7B;Não;6,89;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6,25;7.6;5.625;4,67;7,03;7,75;10;7.0;A;Escola Pública;Veterano;Ametista;7.738;8.3;9.7;5.6;8.3;7.8;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.3;5.0;Nível 8 (Universitários);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-689;Rede Decisão/União;11;3;2B;Sim;7,78;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;9.3;5;5,5;5;9,58;10;2.0;B;Rede Decisão;Veterano;Ametista;7.908;8.5;9.2;7.5;7.9;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.3;5.0;Nível 3 (7o e 8o ano);-1.0;3.0;B;2017.0;Sim;8,02;137.0;21.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,75;9,25;5.0;6,33;6,83;6,33;5,83;4.0;8,75;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;8,25;10.0;Fase 3 (7º e 8º ano)
ALUNO-690;;;;;;0;;;;;;0;;;0;0;0;;0.0;N;Escola Pública;Ingressante;Ágata;6.042;9.0;8.3;0.0;4.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.2;5.0;Nível 1 (4o ano);-1.0;0.0;L;2021.0;Não;7,4;361.0;109.0;9.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,5;9,69;7.5;6,5;6,33;6,67;0;2.0;5,31;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7,17;5.0;Fase 2 (5º e 6º ano)
ALUNO-691;Escola Pública;11;1;1C;Não;7,69;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7;9.2;6.25;9;7,29;7,5;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-692;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;2.0;Q;2022.0;Não;7,19;432.0;65.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6,42;8,18;6.25;7,33;6;8,67;0;3.0;6,46;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Sim;8,39;5.0;Fase 3 (7º e 8º ano)
